0,34.62,inf,1.03
1,34.62,inf,1.03
2,34.62,inf,1.03
3,32.91,inf,1.03
4,32.91,inf,1.03
5,32.91,inf,1.03
6,32.91,inf,1.03
7,32.91,inf,1.03
8,34.62,inf,1.03
9,34.62,inf,1.03
10,34.62,inf,1.03
11,32.91,inf,1.03
12,33.59,inf,1.03
13,32.91,inf,1.03
14,32.91,inf,1.03
15,32.91,inf,1.03
16,34.62,inf,1.03
17,34.62,inf,1.03
18,32.91,inf,1.03
19,32.91,inf,1.03
20,32.91,inf,1.03
21,32.91,inf,1.03
22,32.91,inf,1.03
23,32.91,inf,1.03
24,32.91,inf,1.03
25,32.91,inf,1.03
26,32.91,inf,1.03
27,32.91,inf,1.03
28,32.91,inf,1.03
29,32.91,inf,1.03
30,32.91,inf,1.03
31,32.91,inf,1.03
32,32.91,inf,1.03
33,32.91,inf,1.03
34,32.91,inf,1.03
35,32.91,inf,1.03
36,32.91,inf,1.03
37,34.62,inf,1.03
38,34.62,inf,1.03
39,34.62,inf,1.03
40,34.96,inf,1.03
41,36.33,inf,1.03
42,35.30,inf,1.03
43,34.62,inf,1.03
44,34.62,inf,1.03
45,34.62,inf,1.03
46,34.62,inf,1.03
47,34.62,inf,1.03
48,36.33,inf,1.03
49,36.33,inf,1.03
50,34.62,inf,1.03
51,34.62,inf,1.03
52,34.62,inf,1.03
53,34.62,inf,1.03
54,32.91,inf,1.03
55,32.91,inf,1.03
56,32.91,inf,1.03
57,34.62,inf,1.03
58,34.62,inf,1.03
59,36.33,inf,1.03
60,36.33,inf,1.03
61,34.62,inf,1.03
62,34.62,inf,1.03
63,34.62,inf,1.03
64,34.62,inf,1.03
65,34.62,inf,1.03
66,34.62,inf,1.03
67,34.62,inf,1.03
68,34.62,inf,1.03
69,36.33,inf,1.03
70,36.33,inf,1.03
71,34.62,inf,1.03
